society,colony,property_type,price_outer,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,area,super_built_up_area,built_up_area,carpet_area,plot_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories,area/bedrooms
ritu 11th mile garden city,hoshangabad road,Flat,35.0,3500,2.0,,3,2,2,1000.0,1000.0,,,,0,0,0,0,0,0,1,0,Amenity Facing Homes,333.3333333333333
raj minal residency,ayodhya bypass,Flat,15.0,3260,3.0,East,1,1,1,460.12,,460.0,450.0,,0,0,0,0,0,0,1,24,Green View Homes,460.12
awadhpuri,awadhpuri,House,80.0,6153,2.0,,3,2,2,1300.18,,,,1300.0,0,0,0,0,0,0,1,18,Green View Homes,433.3933333333334
raksha eden park,hoshangabad road,Flat,42.0,4200,4.0,East,3,3,3,1000.0,1600.0,1110.0,1000.0,,0,0,0,0,0,0,1,37,Road Facing Homes,333.3333333333333
agrawal sagar lakeview homes,ayodhya bypass,Flat,44.0,2802,4.0,,3,3,3,1570.31,1570.0,,1070.0,,0,0,0,1,0,0,1,49,Amenity Facing Homes,523.4366666666666
shri balaji swastik grand,misrod,Flat,37.8,1955,6.0,East,3,4,2,1933.5,1933.0,1800.0,1450.0,,0,1,1,0,0,0,0,79,Road Facing Homes,644.5
arera colony,arera colony,House,900.0,17708,2.0,West,1,1,2,5082.45,,,,4000.0,1,1,1,1,0,0,1,27,Green View Homes,5082.45
samiddhi sukriti kaveri society,bhopal,Flat,40.0,6666,3.0,North,2,2,2,600.06,,,600.0,,0,0,0,0,0,0,1,0,Road Facing Homes,300.03
aakriti eco city,bawadia kalan,Flat,210.0,6000,6.0,West,4,4,3,3500.0,,,3500.0,,0,1,0,1,0,0,1,22,Amenity Facing Homes,875.0
sarvadharm colony,kolar road,House,196.0,8166,2.0,,6,6,2,2400.2,,,,2400.0,1,1,0,1,1,0,1,34,Road Facing Homes,400.0333333333333
fortune soumya heritage,misrod,Flat,25.0,3846,3.0,,2,2,2,650.03,,,650.0,,0,0,0,0,0,0,1,59,Green View Homes,325.015
globus coral casa,karond,House,72.0,3557,1.0,,3,3,2,2024.18,,2024.0,,1012.0,0,0,0,0,0,0,1,24,Green View Homes,674.7266666666667
ibd hallmark citii,mahawadiya,House,55.0,5500,1.0,,2,2,1,1000.0,,,,1000.0,0,0,0,0,0,0,1,27,Green View Homes,500.0
ayodhya nagar,ayodhya bypass,House,45.0,4545,1.0,South-West,1,1,0,990.1,,,,990.0,0,0,0,0,0,0,1,27,Road Facing Homes,990.1
asnani spring valley dew,katara hills,Flat,30.0,3750,1.0,East,2,2,2,800.0,,,800.0,,0,0,0,0,0,0,0,65,Road Facing Homes,400.0
asnani pebble bay phase 2,katara hills,Flat,22.0,3142,1.0,East,2,2,2,700.19,,900.0,700.0,,0,0,0,0,0,0,0,13,Road Facing Homes,350.095
apsara complex,govindpura,Flat,18.0,3614,1.0,East,2,2,2,498.06,,,498.0,,0,0,0,0,0,0,1,4,Road Facing Homes,249.03
rudraksh kasturi,salaiya,Flat,60.0,3428,1.0,East,3,3,3,1750.29,1750.0,,,,0,0,0,0,0,1,1,47,Amenity Facing Homes,583.43
e 6 arera colony,arera colony,House,125.0,13888,1.0,West,3,2,2,900.06,,,,900.0,0,0,0,0,0,0,0,5,Road Facing Homes,300.02
priyanka nagar,bairagarh,House,35.0,3500,1.0,East,3,2,1,1000.0,,,1000.0,500.0,0,0,0,0,0,0,1,13,Green View Homes,333.3333333333333
awadhpuri,awadhpuri,House,68.0,7555,2.0,East,3,3,2,900.07,,,,900.0,1,0,0,1,0,0,1,9,Green View Homes,300.02333333333337
e 5 arera colony,arera colony,House,600.0,25000,2.0,North,5,4,3,2400.0,,,,2400.0,0,0,0,0,0,0,1,24,Road Facing Homes,480.0
mp housing board,katara hills,House,130.0,7029,,West,4,3,3,1849.48,,1850.0,,1850.0,0,0,0,0,0,0,1,32,Green View Homes,462.37
gaurav nagar bairagarh chichli kolar,gehu kheda,Flat,9.5,2695,1.0,,1,1,1,352.5,,,352.0,,0,0,0,0,0,0,1,12,Road Facing Homes,352.5
govind garden,govindpura,Flat,30.0,3333,1.0,,3,3,1,900.09,,,900.0,,0,0,0,0,0,0,1,0,Road Facing Homes,300.03000000000003
bypass road,bypass road,House,143.0,7751,1.0,,4,3,1,1844.92,,,,1845.0,0,0,0,0,0,0,1,0,Green View Homes,461.23
mandideep,mandideep,House,20.0,2151,1.0,,4,2,0,929.8,,930.0,,,0,0,0,0,0,0,1,8,Road Facing Homes,232.45
saket nagar,habib ganj,House,210.0,8750,2.0,East,5,4,3,2400.0,,,,2400.0,0,0,0,0,0,0,1,4,Green View Homes,480.0
arvind vihar,bagmuliya,House,456.0,12000,3.0,North,3,3,1,3800.0,,3000.0,,3800.0,1,0,0,0,1,0,1,5,Road Facing Homes,1266.6666666666667
century heights,hoshangabad road,Flat,48.0,6153,6.0,East,3,2,3,780.11,1180.0,,780.0,,0,0,0,0,0,0,0,43,Road Facing Homes,260.0366666666667
tirupati abhinav homes,ayodhya bypass,Flat,38.0,5428,1.0,,2,2,1,700.07,,,700.0,,0,0,0,0,0,0,0,50,Amenity Facing Homes,350.035
neori mandir road,shahjahanabad,House,75.0,7281,2.0,North-East,3,2,1,1030.08,,1700.0,,1030.0,0,0,0,0,1,0,1,4,Road Facing Homes,343.35999999999996
bhel sangam colony,bagmuliya,House,135.0,13500,2.0,East,4,4,2,1000.0,,,,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes,250.0
ishaan grand estate,misrod,House,80.0,7272,3.0,East,4,5,3,1100.11,,2600.0,,1100.0,1,0,0,1,1,0,1,28,Green View Homes,275.0275
fortune greenshire,kolar road,House,42.0,4421,2.0,,2,4,2,950.01,,1800.0,950.0,800.0,0,0,0,0,0,0,1,46,Road Facing Homes,190.002
ayodhya nagar,ayodhya bypass,House,145.0,6590,3.0,North-East,4,3,2,2200.3,,,,2200.0,0,1,0,1,0,0,0,49,Road Facing Homes,550.075
gammon shrishti cbd,central bhopal,Flat,240.0,11532,13.0,East,3,4,3,2081.17,2081.0,,1246.0,,0,1,0,0,0,1,1,80,Amenity Facing Homes,693.7233333333334
kolar road,kolar road,House,89.0,9417,3.0,East,2,4,2,945.1,,,,945.0,1,1,0,1,0,0,1,22,Amenity Facing Homes,189.02
patel nagar,patel nagar,House,120.0,12000,2.0,,3,2,0,1000.0,,1000.0,,,0,0,0,0,0,0,1,34,Green View Homes,333.3333333333333
shrinath sheetal heights,misrod,Flat,27.0,2250,1.0,,3,3,2,1200.0,1200.0,,,,0,0,0,0,0,0,1,63,Road Facing Homes,400.0
barkhera pathani,habib ganj,House,105.0,10294,2.0,North,3,3,2,1020.01,,,,1020.0,0,0,0,0,0,0,0,16,Amenity Facing Homes,340.00333333333333
regal homes,awadhpuri,House,65.0,6000,2.0,East,4,4,3,1083.33,,,,1000.0,1,0,0,1,0,0,1,28,Green View Homes,270.8325
parshvdham apartments,bhopal,Flat,32.0,2539,4.0,West,3,2,1,1260.34,1260.0,,,,0,0,0,0,0,0,1,28,Amenity Facing Homes,420.1133333333333
sagar pearl phase 2,hoshangabad road,Flat,65.0,4126,5.0,East,3,3,2,1575.38,1575.0,,,,0,0,0,0,0,0,0,74,Premium Scenic Homes,525.1266666666667
paras heights,ayodhya bypass,Flat,38.0,2921,6.0,East,2,2,2,1300.92,,1027.0,,,0,0,0,0,0,0,1,19,Green View Homes,650.46
jeet,ayodhya bypass,Flat,23.0,3230,5.0,West,2,1,1,712.07,712.0,641.0,,,0,0,0,0,0,0,1,25,Road Facing Homes,356.035
bhojpur road,bhopal,House,28.0,3252,1.0,West,2,2,0,861.01,,,,861.0,0,0,0,0,0,0,1,0,Road Facing Homes,430.505
chouksey nagar,bhopal,House,70.0,5833,3.0,,6,4,2,1200.07,,,,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes,200.01166666666666
good shepherd colony,bhopal,House,220.00000000000003,10476,2.0,North,8,6,3,2100.04,,5000.0,,2100.0,0,1,0,1,0,0,1,0,Green View Homes,262.505
danish hills view,kolar road,Flat,50.0,4115,3.0,South-West,3,2,2,1215.07,,,1215.0,,0,0,0,0,0,1,1,35,Green View Homes,405.0233333333333
bima kunj,kolar road,House,56.5,8692,1.0,East,2,1,0,650.02,,,,650.0,0,0,0,0,0,0,1,42,Road Facing Homes,325.01
new friends colony,bawadia kalan,House,95.0,7037,2.0,North-West,3,3,1,1350.01,,,,1350.0,1,0,0,1,1,0,0,4,Green View Homes,450.00333333333333
chatrasal nagar,piplani,House,152.0,10133,2.0,East,4,3,2,1500.05,,2200.0,1800.0,1500.0,1,1,0,0,1,0,1,12,Green View Homes,375.0125
dk devsthali,arera colony,House,135.0,11739,2.0,West,4,4,1,1150.01,,,,1150.0,1,1,1,1,0,0,1,48,Amenity Facing Homes,287.5025
sheetal paradise,ayodhya bypass,Flat,44.9,2806,10.0,East,2,3,2,1600.14,1600.0,1300.0,1100.0,,0,0,0,1,0,0,2,28,Road Facing Homes,800.07
akash nagar,central bhopal,House,200.0,13333,2.0,West,4,4,1,1500.04,,,,1500.0,1,0,0,1,0,0,1,63,Green View Homes,375.01
dk bridge tower,lalgathi,Flat,50.0,4347,5.0,,3,2,2,1150.22,1228.0,,1150.0,,0,0,0,0,0,0,1,12,Road Facing Homes,383.4066666666667
sarc pacific blue,hoshangabad road,Flat,48.0,2727,2.0,North,3,2,2,1760.18,1760.0,,1195.0,,0,0,0,0,0,0,0,57,Amenity Facing Homes,586.7266666666667
bda swami vivekanand parisar,katara hills,Flat,11.5,2300,4.0,,1,1,0,500.0,,,500.0,,0,0,0,0,0,0,1,13,Green View Homes,500.0
ishaan grand estate,misrod,House,70.0,5600,2.0,West,4,4,2,1250.0,,1650.0,1250.0,1250.0,0,0,0,0,0,0,1,19,Green View Homes,312.5
peer gate area,peer gate area,House,300.0,10714,1.0,,7,7,0,2800.07,,2800.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,400.01000000000005
metro gulmohar,bawadia kalan,Flat,40.0,3400,3.0,,3,3,2,1176.47,1175.0,,,,0,0,1,0,0,1,1,68,Road Facing Homes,392.1566666666667
aaren bhagwan parisar,misrod,Flat,28.0,3294,4.0,,2,2,2,850.03,,,850.0,,0,0,0,0,0,0,1,19,Road Facing Homes,425.015
surbhi tower,central bhopal,Flat,40.0,4705,1.0,,3,2,2,850.16,,850.0,,,0,0,0,0,0,0,1,29,Road Facing Homes,283.38666666666666
aakar avenue,hoshangabad road,Flat,23.0,2300,2.0,,2,2,1,1000.0,1000.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,500.0
ibd royal city,salaiya,Flat,35.0,3043,5.0,,3,2,2,1150.18,,1150.0,900.0,,0,0,0,0,0,0,1,0,Road Facing Homes,383.3933333333334
shaligram rudraksh park phase 2,bawadia kalan,Flat,72.0,4000,6.0,East,3,3,2,1800.0,,,1800.0,,0,0,0,0,0,0,1,36,Amenity Facing Homes,600.0
agrawal sagar golden palm,katara hills,Flat,45.0,2990,6.0,North,3,2,3,1505.02,1505.0,,1500.0,,0,0,0,1,0,0,0,67,Amenity Facing Homes,501.67333333333335
agrawal sagar pearl,hoshangabad road,Flat,125.0,11363,2.0,East,4,4,3,1100.06,,,1100.0,,0,0,0,0,0,0,0,57,Premium Scenic Homes,275.015
lalita nagar,gehu kheda,House,33.0,5500,1.0,North,1,1,1,600.0,,,,600.0,0,0,0,0,0,0,1,2,Road Facing Homes,600.0
fortune soumya atlantis,katara hills,Flat,20.0,2923,5.0,West,2,1,1,684.23,684.0,,,,0,0,0,0,0,0,1,42,Amenity Facing Homes,342.115
sarvadharm colony,kolar road,Flat,9.0,2571,2.0,North,1,1,1,350.06,350.0,,,,0,0,0,0,0,0,1,10,Road Facing Homes,350.06
sector b indrapuri,piplani,House,325.0,13000,1.0,North-West,4,2,2,2500.0,,,2500.0,2500.0,0,0,0,0,0,0,1,13,Green View Homes,625.0
mahalaxmi awasiy parisar,neelbad,Flat,50.0,3424,2.0,,2,2,1,1460.28,1460.0,,1200.0,,0,0,0,0,1,0,0,0,Amenity Facing Homes,730.14
g n city,bypass road,House,62.0,5299,2.0,,2,2,1,1170.03,,,,1170.0,0,0,0,0,0,0,1,0,Road Facing Homes,585.015
chinarr dream city,misrod,Flat,22.0,1833,4.0,,2,2,1,1200.22,1200.0,,,,0,0,0,0,0,0,1,15,Road Facing Homes,600.11
khushipra,bhopal,Flat,23.0,3650,1.0,,2,2,3,630.14,630.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,315.07
gn tower,bagmugaliya,Flat,45.0,4500,2.0,North,3,2,2,1000.0,,1000.0,850.0,,0,0,0,0,0,0,2,0,Road Facing Homes,333.3333333333333
karond,karond,House,23.0,1533,1.0,,3,1,0,1500.33,,1500.0,,,0,0,0,0,0,0,1,4,Green View Homes,500.10999999999996
samriddhi apartment,kolar road,Flat,25.0,3125,1.0,,2,2,0,800.0,,800.0,,,0,0,0,0,0,0,1,24,Road Facing Homes,400.0
ville panache,salaiya,Flat,90.0,7200,1.0,,3,2,2,1250.0,,,1250.0,,0,0,0,0,0,0,1,66,Amenity Facing Homes,416.6666666666667
katara,misrod,House,26.0,5078,1.0,,1,1,0,512.01,,512.0,,,0,0,0,0,0,0,1,30,Green View Homes,512.01
idgah hills,shahjahanabad,House,130.0,7428,2.0,,5,4,1,1750.13,,,,1750.0,0,0,0,0,0,0,1,8,Road Facing Homes,350.026
bda apartment,salaiya,Flat,8.5,1416,1.0,South-West,1,1,0,600.28,,,600.0,,0,0,0,0,0,0,1,11,Green View Homes,600.28
old subhash nagar colony,govindpura,House,160.0,5333,3.0,,10,6,3,3000.19,,,,3000.0,1,0,1,1,0,0,1,20,Road Facing Homes,300.019
landmark square,bagmuliya,Flat,45.0,4285,3.0,West,3,2,1,1050.18,,,1050.0,,0,0,0,0,0,0,2,15,Road Facing Homes,350.06
ashoka garden,ashoka garden,House,120.0,6857,1.0,,3,3,0,1750.04,,,,1750.0,0,0,0,0,1,0,0,27,Road Facing Homes,583.3466666666667
fortune soumya heritage,misrod,Flat,23.9,3292,6.0,East,2,2,2,726.0,940.0,,726.0,,0,0,0,0,0,0,2,65,Amenity Facing Homes,363.0
karariya sajidabad,bhopal,House,80.0,2962,3.0,,6,5,2,2700.88,,,,2700.0,0,0,0,0,0,0,1,0,Road Facing Homes,450.1466666666667
park serine apartment sunkhedi,salaiya,Flat,20.0,3245,5.0,,2,2,1,616.33,616.0,616.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,308.165
danish hills view,kolar road,Flat,95.0,4318,2.0,East,3,3,3,2200.09,2200.0,,1500.0,,0,0,0,0,0,1,1,30,Green View Homes,733.3633333333333
peace valley-1 narela shankari,karond,House,55.0,7935,2.0,,3,2,1,693.13,,,,693.0,0,0,0,0,0,0,1,0,Road Facing Homes,231.04333333333332
shiv sangam nagar,awadhpuri,House,20.0,2000,2.0,,3,3,1,1000.0,,,,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes,333.3333333333333
neeti apartment,govindpura,Flat,30.0,5454,1.0,,2,2,2,550.06,,,550.0,,0,0,0,0,0,0,1,8,Road Facing Homes,275.03
mirchandani shalimar enclave,arera colony,Flat,35.0,4375,3.0,,2,2,2,800.0,,,800.0,,0,0,0,0,0,0,1,10,Road Facing Homes,400.0
sonagiri,piplani,House,95.0,10857,2.0,East,4,3,1,875.01,,,,850.0,0,0,0,1,0,0,1,18,Green View Homes,218.7525
onyx palace lalita nagar,kolar road,House,75.0,7894,1.0,West,3,2,2,950.09,,,950.0,1200.0,0,0,0,0,0,0,1,13,Road Facing Homes,316.69666666666666
shiva whispering woods,salaiya,Flat,40.0,4166,3.0,,3,2,2,960.15,,1200.0,960.0,,0,0,0,0,0,0,0,4,Amenity Facing Homes,320.05
bagmugaliya,bagmugaliya,House,100.0,8000,1.0,East,2,2,1,1250.0,,,,1250.0,0,0,0,0,0,0,2,28,Green View Homes,625.0
bypass road,bypass road,House,80.0,4336,1.0,,4,3,1,1845.02,,,,1845.0,0,0,0,0,0,0,1,0,Green View Homes,461.255
spring valley,misrod,Flat,19.0,2533,1.0,North,2,2,1,750.1,750.0,,,,0,0,0,0,0,0,1,5,Road Facing Homes,375.05
amaltas ambreen homes,katara hills,Flat,40.0,2666,2.0,East,3,2,2,1500.38,1500.0,,1250.0,,0,0,0,0,0,0,1,50,Amenity Facing Homes,500.1266666666667
shiv aangan,bawadia kalan,Flat,65.0,5701,4.0,,3,2,3,1140.15,1140.0,,,,0,0,0,0,0,0,1,33,Amenity Facing Homes,380.05
ayodhya bypass,ayodhya bypass,House,325.0,21666,3.0,North-East,5,5,3,1500.05,,4500.0,,1500.0,0,1,0,1,1,0,2,31,Green View Homes,300.01
bagmugaliya,bagmugaliya,House,125.0,15463,2.0,West,2,4,3,808.38,,,,970.0,0,1,0,0,0,0,1,15,Road Facing Homes,161.676
ikon kanha greens,bawadia kalan,Flat,31.0,2067,5.0,,3,3,1,1499.76,1500.0,1200.0,800.0,,0,0,0,0,0,0,1,42,Amenity Facing Homes,499.92
gautam nagar,central bhopal,House,300.0,12500,1.0,South,4,4,3,2400.0,,,,2400.0,0,1,0,0,0,0,1,0,Road Facing Homes,600.0
fortune kasturi,hoshangabad road,Flat,35.0,3089,2.0,North,2,2,1,1133.05,1133.0,,,,0,0,0,0,0,0,1,40,Amenity Facing Homes,566.525
karamveer nagar,piplani,House,155.0,10333,2.0,East,4,3,1,1500.05,,,,1500.0,1,0,0,1,0,0,1,5,Road Facing Homes,375.0125
shubh shanti tower,bagmuliya,Flat,55.0,3666,1.0,,3,3,1,1500.27,,,1500.0,,0,0,0,0,0,0,1,9,Green View Homes,500.09
agrawal sagar premium towers,shirdipuram,Flat,52.0,3795,5.0,,3,2,2,1370.22,1370.0,,1076.0,,0,0,0,0,0,0,0,52,Green View Homes,456.74
shree jee tower,ashoka garden,Flat,32.0,5714,3.0,,2,2,1,560.03,,,560.0,,0,0,0,0,0,0,1,0,Road Facing Homes,280.015
chuna bhatti,chuna bhatti,House,150.0,13043,2.0,,3,3,1,1150.04,,1750.0,,1150.0,1,0,1,1,0,0,0,18,Amenity Facing Homes,383.34666666666664
rohit nagar,bawadia kalan,House,135.0,11739,2.0,West,4,4,1,1150.01,,,,1150.0,1,1,1,1,0,0,1,34,Road Facing Homes,287.5025
agrawal sagar garden homes,chuna bhatti,House,200.0,15151,,East,4,2,1,1320.04,,,,1320.0,0,0,0,0,0,0,0,68,Green View Homes,330.01
globus coral woods,misrod,Flat,38.0,3838,5.0,,2,2,1,990.1,990.0,,735.0,,0,0,0,0,0,0,1,39,Amenity Facing Homes,495.05
shakti nagar,habib ganj,House,375.0,23437,1.0,North,3,2,2,1600.03,,2200.0,1600.0,4000.0,1,1,0,1,1,0,1,9,Green View Homes,533.3433333333334
narayan nagar,habib ganj,House,110.0,10476,2.0,,5,4,1,1050.02,,,,1050.0,0,0,0,0,0,0,1,18,Road Facing Homes,210.004
kwality paradise,bhopal,House,82.0,5466,2.0,East,3,4,1,1500.18,,,,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes,500.06
ci estate,kolar road,House,33.0,5500,2.0,West,3,3,1,600.0,,1100.0,,600.0,0,0,0,0,0,0,1,12,Road Facing Homes,200.0
c -140 indra,lalgathi,Flat,38.0,3166,2.0,,3,2,2,1200.25,,,1200.0,,0,0,0,0,0,0,1,0,Road Facing Homes,400.0833333333333
hoshangabad road,hoshangabad road,House,138.0,3484,2.0,East,5,4,3,3960.96,,4250.0,3960.0,2135.0,1,1,0,1,1,0,0,65,Green View Homes,792.192
awadhpuri,awadhpuri,House,45.0,7500,2.0,West,3,3,1,600.0,,1150.0,,600.0,0,0,0,0,0,0,1,4,Green View Homes,200.0
girnar hills,awadhpuri,House,40.0,7142,2.0,North,2,2,1,560.07,,,,560.0,0,0,0,0,0,0,1,17,Green View Homes,280.035
globus coral woods,misrod,Flat,60.0,5692,4.0,,3,3,2,1054.11,,1054.0,,,0,0,0,1,0,0,1,63,Amenity Facing Homes,351.36999999999995
sargam cinema,bhopal,House,365.0,24333,2.0,East,3,3,1,1500.02,,,,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes,500.00666666666666
ayodhya bypass,ayodhya bypass,House,98.0,4454,2.0,West,4,3,2,2200.27,,,2200.0,1100.0,0,0,0,1,0,0,1,8,Green View Homes,550.0675
fortune estate,kolar road,House,125.0,8333,2.0,East,4,4,2,1500.06,,,,1500.0,0,0,0,0,0,0,1,11,Green View Homes,375.015
mandideep,mandideep,House,35.0,3932,2.0,,2,2,1,890.13,,1382.0,,890.0,0,0,0,0,0,0,1,8,Road Facing Homes,445.065
vardhman green park,ashoka garden,House,100.0,10526,3.0,,2,4,3,950.03,,,,950.0,0,0,0,0,0,0,1,0,Road Facing Homes,190.006
sweet home residency,karond,House,52.0,7222,2.0,West,3,2,1,720.02,,1400.0,1000.0,720.0,0,0,0,0,0,0,1,8,Road Facing Homes,240.00666666666666
ibd raisina,patel nagar,House,75.0,7142,3.0,,4,3,3,1050.13,,,,1050.0,0,0,0,0,0,0,1,3,Amenity Facing Homes,262.5325
katara,misrod,House,85.0,7727,2.0,West,3,3,1,1100.04,,,,1100.0,0,0,0,0,0,0,1,30,Green View Homes,366.68
gehukheda coverd campus,kolar road,House,48.0,5925,3.0,West,4,5,2,810.13,,2000.0,,810.0,1,0,0,0,0,0,1,0,Road Facing Homes,202.5325
transport,bhopal,Flat,40.0,5000,1.0,,3,3,2,800.0,,,800.0,,0,0,0,0,0,0,1,0,Road Facing Homes,266.6666666666667
bagh dilkusha,bhopal,House,150.0,16666,1.0,,2,1,1,900.04,,,,900.0,0,0,0,0,0,0,1,0,Road Facing Homes,450.02
naya pura kolar road,kolar road,House,47.0,6266,2.0,West,3,2,2,750.08,,1138.0,,750.0,0,0,0,1,0,0,1,8,Road Facing Homes,250.02666666666667
macker silver estate vertica,katara hills,Flat,35.0,3500,5.0,West,3,2,1,1000.0,,,1000.0,,0,0,0,0,0,0,1,56,Green View Homes,333.3333333333333
indrapuri apartments,piplani,Flat,21.0,3818,2.0,,3,2,1,550.03,,,550.0,,0,0,0,0,0,0,1,0,Road Facing Homes,183.34333333333333
bagsewaniya,bagmuliya,House,295.0,13169,2.0,East,4,4,2,2240.11,,2850.0,,2240.0,0,0,0,1,0,0,0,31,Amenity Facing Homes,560.0275
bhojpal shree krishna heights,katara hills,Flat,35.0,2777,2.0,North-West,2,2,2,1260.35,1260.0,900.0,800.0,,0,0,0,0,0,1,1,25,Road Facing Homes,630.175
geet mohini phase vi,bypass road,House,75.0,6818,2.0,,3,3,0,1100.03,,,,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes,366.6766666666667
danish hills view,kolar road,Flat,65.0,4482,4.0,East,4,2,1,1450.25,,,1450.0,,0,0,0,0,0,0,0,108,Green View Homes,362.5625
sagar homes 3,kolar road,Flat,27.0,2700,2.0,North,3,2,1,1000.0,,,1000.0,,0,0,0,0,0,0,2,3,Road Facing Homes,333.3333333333333
danish nagar hoshangabad hoshangabad hoshangabad,hoshangabad road,House,169.0,5314,2.0,North-East,3,3,3,3180.28,,3500.0,3185.0,3180.0,1,0,0,1,1,0,1,24,Green View Homes,1060.0933333333335
ultimate english villa,kolar road,House,63.0,8125,2.0,East,3,3,3,775.38,,,,800.0,0,0,0,0,0,0,1,34,Premium Scenic Homes,258.46
regal kasturi,awadhpuri,House,80.0,8888,3.0,North,4,5,2,900.09,,2000.0,,900.0,0,0,0,1,0,0,1,27,Amenity Facing Homes,225.0225
paras emperor phase 1,bawadia kalan,Flat,175.0,9259,9.0,East,3,3,3,1890.05,1890.0,,,,0,0,0,0,0,0,1,44,Amenity Facing Homes,630.0166666666667
kadambini,bhopal,House,125.0,13888,3.0,East,2,4,2,900.06,,,,900.0,0,0,0,0,0,0,2,4,Road Facing Homes,180.012
indus regency,navi bagh,House,85.0,6521,2.0,North,5,4,2,1303.48,,1150.0,,1150.0,0,0,0,1,1,0,1,0,Amenity Facing Homes,260.696
agrawal sagar green hills,kolar road,Flat,62.0,4189,2.0,West,3,3,3,1480.07,1480.0,,1070.0,,0,0,0,0,0,0,0,51,Road Facing Homes,493.3566666666666
globus coral casa,karond,House,75.0,6944,2.0,West,3,3,2,1080.07,,,,1008.0,0,0,0,0,0,0,0,9,Green View Homes,360.0233333333333
rsr opel orris,misrod,Flat,35.0,2916,4.0,,2,2,2,1200.27,1200.0,,,,0,0,0,0,0,0,1,30,Amenity Facing Homes,600.135
globus green acres,lalgathi,Flat,75.0,5067,5.0,South-West,3,3,2,1480.17,1480.0,,,,0,0,0,0,0,0,1,71,Amenity Facing Homes,493.39000000000004
ayodhya nagar,ayodhya bypass,House,60.0,8333,2.0,East,3,3,1,720.03,,,,720.0,0,0,0,0,0,0,1,49,Road Facing Homes,240.01
shiva whispering woods,salaiya,Flat,45.0,3333,5.0,East,3,2,3,1350.14,,,1350.0,,0,0,0,0,0,1,0,44,Amenity Facing Homes,450.0466666666667
madhav residency,mandideep,House,40.0,7619,3.0,,1,4,2,525.0,,,,525.0,0,0,0,0,0,0,1,0,Road Facing Homes,131.25
vishnu hitech city,bawadia kalan,Flat,44.0,3666,4.0,North,3,2,1,1200.22,1200.0,,1000.0,,0,0,0,0,0,0,1,69,Green View Homes,400.0733333333333
chinarr dream ct,misrod,Flat,16.0,2500,5.0,,2,2,1,640.0,,,640.0,,0,0,0,0,0,0,1,43,Green View Homes,320.0
janki apartments,kolar road,Flat,45.0,3396,6.0,,3,2,2,1325.09,,,1325.0,,0,0,1,0,0,0,0,64,Green View Homes,441.69666666666666
globus coral woods,misrod,Flat,55.0,5670,5.0,,3,2,1,970.02,,970.0,,,1,0,0,0,0,0,1,48,Amenity Facing Homes,323.34
ma apartment,peer gate area,Flat,60.0,10000,1.0,,1,1,1,600.0,600.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,600.0
raj sidharth lake city,piplani,House,110.0,7857,2.0,,3,2,2,1400.03,,,,1400.0,0,0,0,1,0,0,1,25,Green View Homes,466.6766666666667
malikhedi,bhopal,House,15.0,2500,1.0,West,2,1,0,600.0,,,,600.0,0,0,0,0,0,0,1,0,Road Facing Homes,300.0
aamir apprtment,shahjahanabad,Flat,25.0,4166,2.0,West,2,2,1,600.1,600.0,,585.0,,0,1,0,0,0,0,1,13,Green View Homes,300.05
khajuri kalan,khajuri kalan,House,35.0,5833,,,2,2,0,600.03,,,,600.0,0,0,0,0,0,0,1,3,Road Facing Homes,300.015
signature 360,katara hills,Flat,32.0,2539,3.0,East,3,2,2,1260.34,1260.0,902.0,,,0,0,0,0,0,0,1,74,Amenity Facing Homes,420.1133333333333
saket nagar,habib ganj,House,255.0,10625,2.0,East,4,4,3,2400.0,,,,2400.0,1,1,0,1,0,0,1,4,Green View Homes,600.0
ganesh complex,habib ganj,Flat,40.0,3333,1.0,,2,1,1,1200.12,,,1200.0,,0,0,0,0,0,0,1,0,Road Facing Homes,600.06
bda swami vivekanand parisar,katara hills,House,85.0,9000,2.0,East,2,2,1,944.44,,,,1000.0,1,0,0,0,1,0,1,63,Green View Homes,472.22
e 3 arera colony,arera colony,House,325.0,21666,1.0,South,2,2,0,1500.05,,,,1500.0,0,0,0,0,0,0,1,0,Green View Homes,750.025
vardhman green park,ashoka garden,House,65.0,6879,,,4,3,0,944.9,,,,945.0,0,0,0,0,0,0,1,0,Road Facing Homes,236.225
bhojpal shri radhakrishna residency,hoshangabad road,House,45.0,7166,2.0,West,3,2,2,627.97,,1050.0,,600.0,0,0,0,0,0,0,1,21,Green View Homes,209.32333333333335
