colony,property_type,price_outer,price_per_sqft,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
bawadia kalan,Flat,175.0,9259,9.0,New Property,3,3,3,1469.2302534531314,0,0,0,0,0,0,1,44,Amenity Facing Homes
bhopal,House,125.0,13888,3.0,New Property,2,4,2,900.0,0,0,0,0,0,0,2,4,Road Facing Homes
navi bagh,House,85.0,6521,2.0,New Property,5,4,2,1150.0,0,0,0,1,1,0,1,0,Amenity Facing Homes
kolar road,Flat,62.0,4189,2.0,New Property,3,3,3,1217.0,0,0,0,0,0,0,0,51,Road Facing Homes
karond,House,75.0,6944,2.0,Moderate Property,3,3,2,1008.0,0,0,0,0,0,0,0,9,Green View Homes
misrod,Flat,35.0,2916,4.0,New Property,2,2,2,932.8446053670675,0,0,0,0,0,0,1,30,Amenity Facing Homes
lalgathi,Flat,75.0,5067,5.0,Moderate Property,3,3,2,1150.5083466193832,0,0,0,0,0,0,1,71,Amenity Facing Homes
ayodhya bypass,House,60.0,8333,2.0,Moderate Property,3,3,1,720.0,0,0,0,0,0,0,1,49,Road Facing Homes
salaiya,Flat,45.0,3333,5.0,Moderate Property,3,2,3,1620.0,0,0,0,0,0,1,0,44,Amenity Facing Homes
mandideep,House,40.0,7619,3.0,New Property,1,4,2,525.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,44.0,3666,4.0,Old Property,3,2,1,1066.0,0,0,0,0,0,0,1,69,Green View Homes
misrod,Flat,16.0,2500,5.0,Moderate Property,2,2,1,768.0,0,0,0,0,0,0,1,43,Green View Homes
kolar road,Flat,45.0,3396,6.0,Moderate Property,3,2,2,1590.0,0,0,1,0,0,0,0,64,Green View Homes
misrod,Flat,55.0,5670,5.0,New Property,3,2,1,970.0,1,0,0,0,0,0,1,48,Amenity Facing Homes
peer gate area,Flat,60.0,10000,1.0,Moderate Property,1,1,1,466.42230268353376,0,0,0,0,0,0,1,0,Road Facing Homes
piplani,House,110.0,7857,2.0,Moderate Property,3,2,2,1400.0,0,0,0,1,0,0,1,25,Green View Homes
bhopal,House,15.0,2500,1.0,New Property,2,1,0,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahjahanabad,Flat,25.0,4166,2.0,New Property,2,2,1,584.0,0,1,0,0,0,0,1,13,Green View Homes
khajuri kalan,House,35.0,5833,1.5,New Property,2,2,0,600.0,0,0,0,0,0,0,1,3,Road Facing Homes
katara hills,Flat,32.0,2539,3.0,New Property,3,2,2,902.0,0,0,0,0,0,0,1,74,Amenity Facing Homes
habib ganj,House,255.0,10625,2.0,Old Property,4,4,3,2400.0,1,1,0,1,0,0,1,4,Green View Homes
habib ganj,Flat,40.0,3333,1.0,New Property,2,1,1,1440.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,House,85.0,9000,2.0,Moderate Property,2,2,1,1000.0,1,0,0,0,1,0,1,63,Green View Homes
arera colony,House,325.0,21666,1.0,Old Property,2,2,0,1500.0,0,0,0,0,0,0,1,0,Green View Homes
ashoka garden,House,65.0,6879,2.0,New Property,4,3,0,945.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,House,45.0,7166,2.0,New Property,3,2,2,1050.0,0,0,0,0,0,0,1,21,Green View Homes
ayodhya nagar,House,200.0,10000,2.0,Moderate Property,5,3,1,2000.0,0,0,0,0,0,0,1,28,Green View Homes
mahawadiya,House,62.0,4880,2.0,Moderate Property,4,3,1,1250.0,0,0,0,0,0,0,1,13,Green View Homes
kolar road,Flat,95.0,2984,3.0,New Property,4,4,2,2358.0,0,1,0,1,0,0,0,47,Green View Homes
chuna bhatti,Flat,38.0,2235,3.0,Old Property,4,2,2,2040.0,0,0,0,0,0,0,1,9,Road Facing Homes
bhopal,Flat,12.0,2000,4.0,Old Property,2,2,0,720.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,32.0,4000,4.0,New Property,2,2,2,960.0,0,0,0,0,0,0,1,46,Amenity Facing Homes
kolar road,House,55.0,6875,2.0,New Property,3,3,1,800.0,0,0,0,0,1,0,0,12,Amenity Facing Homes
hoshangabad road,House,135.0,11688,3.0,Old Property,4,4,1,2070.0,0,0,0,1,0,0,0,19,Green View Homes
misrod,House,169.0,10562,2.0,Moderate Property,5,5,3,3200.0,1,0,0,1,1,0,0,28,Green View Homes
awadhpuri,House,75.0,9375,1.0,New Property,3,3,1,1420.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
neelbad,House,50.0,5000,2.0,Moderate Property,4,5,1,1000.0,0,0,0,1,0,0,1,3,Road Facing Homes
katara hills,Flat,17.0,2485,5.0,New Property,2,1,1,531.7214250592284,0,0,0,0,0,0,1,0,Road Facing Homes
lalgathi,House,220.00000000000003,14666,2.0,Moderate Property,4,3,1,1500.0,0,0,0,0,0,0,1,15,Amenity Facing Homes
hoshangabad road,Flat,50.0,4545,4.0,New Property,3,2,1,1212.0,0,0,0,0,0,0,1,40,Green View Homes
hoshangabad road,House,120.0,10000,2.0,New Property,4,4,3,2600.0,1,0,0,1,1,0,0,30,Premium Scenic Homes
khajuri kalan,House,40.0,5000,1.0,Moderate Property,2,1,0,800.0,0,0,0,0,0,0,1,14,Green View Homes
ashoka garden,Flat,17.0,3238,2.0,New Property,2,2,2,525.0,0,0,0,0,0,0,1,0,Road Facing Homes
bagmugaliya,Flat,38.0,3800,5.0,New Property,3,2,2,1200.0,0,0,0,0,0,0,1,19,Amenity Facing Homes
awadhpuri,House,260.0,3250,2.0,New Property,4,4,3,8000.0,1,1,0,1,1,0,1,18,Amenity Facing Homes
ayodhya bypass,House,50.0,9090,2.0,New Property,3,2,1,550.0,0,0,0,0,0,0,1,4,Green View Homes
central bhopal,Flat,15.0,3488,1.0,Old Property,1,1,1,430.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,63.0,7875,2.0,Moderate Property,3,3,3,800.0,1,0,0,1,0,0,0,34,Amenity Facing Homes
bhopal,House,40.0,2666,1.0,Moderate Property,3,2,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
patel nagar,Flat,25.0,3571,2.0,Moderate Property,2,2,2,840.0,0,0,0,0,0,0,1,8,Road Facing Homes
misrod,House,125.0,6250,2.0,Moderate Property,4,3,2,2800.0,0,0,1,1,0,0,0,90,Green View Homes
chuna bhatti,House,49.0,4336,2.0,Old Property,3,3,0,1130.0,0,0,0,0,0,0,1,10,Road Facing Homes
kolar road,House,45.0,3750,2.0,Moderate Property,2,3,2,1200.0,0,0,0,0,0,0,1,10,Road Facing Homes
patel nagar,Flat,50.0,7812,2.0,Old Property,2,1,0,768.0,0,0,0,0,0,0,1,0,Road Facing Homes
patel nagar,Flat,20.0,2928,3.0,Moderate Property,2,2,2,530.9440545547559,0,0,0,0,0,0,1,8,Road Facing Homes
hoshangabad road,Flat,110.0,10566,9.0,New Property,3,3,3,1324.0,0,0,0,0,0,0,0,58,Premium Scenic Homes
misrod,Flat,95.0,7624,6.0,New Property,3,2,3,968.603648572805,0,0,0,0,0,0,0,44,Green View Homes
lalgathi,House,67.0,8933,2.0,Old Property,2,4,1,750.0,0,0,0,0,0,0,1,27,Amenity Facing Homes
bagmugaliya,House,100.0,9090,2.0,Moderate Property,4,4,2,1100.0,0,0,0,0,0,0,1,12,Amenity Facing Homes
bhopal,Flat,35.0,4915,1.0,Moderate Property,3,2,1,854.4,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,House,135.0,10800,2.0,New Property,4,3,2,2500.0,1,0,1,1,0,0,1,55,Road Facing Homes
bhopal,Flat,25.0,3834,2.0,New Property,2,1,2,782.4,0,0,0,0,0,0,0,60,Amenity Facing Homes
gehu kheda,House,42.0,8076,2.0,Old Property,2,3,1,520.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,Flat,35.0,2592,5.0,Moderate Property,3,2,1,1065.0,0,0,0,0,0,0,0,59,Amenity Facing Homes
gehu kheda,House,300.0,14285,2.0,New Property,5,5,3,2100.0,0,1,1,0,0,0,1,10,Amenity Facing Homes
karond,Flat,32.0,4475,3.0,New Property,2,2,2,858.0,0,0,0,0,0,0,1,23,Green View Homes
awadhpuri,House,70.0,5600,2.0,New Property,3,3,2,1250.0,0,0,0,0,0,0,1,18,Amenity Facing Homes
hoshangabad road,Flat,45.0,2812,2.0,New Property,3,3,3,1110.0,0,0,0,0,0,0,1,27,Green View Homes
misrod,Flat,26.0,3611,5.0,Moderate Property,2,2,1,898.0,0,0,0,0,0,0,1,49,Green View Homes
hoshangabad road,Flat,26.0,3058,2.0,Moderate Property,2,2,3,895.0,0,0,0,0,0,0,1,45,Amenity Facing Homes
bawadia kalan,Flat,50.0,3144,2.0,New Property,3,3,3,1190.0,0,0,0,0,0,0,0,33,Amenity Facing Homes
central bhopal,Flat,45.0,5769,1.0,Old Property,3,2,2,936.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,16.0,3555,5.0,New Property,1,1,1,540.0,0,0,0,0,0,0,0,106,Green View Homes
kolar road,House,130.0,8666,2.0,New Property,4,4,2,2400.0,1,1,0,1,1,0,1,9,Green View Homes
misrod,Flat,65.0,3502,5.0,New Property,3,3,2,1442.7996563010643,0,0,0,0,0,0,0,54,Premium Scenic Homes
misrod,Flat,40.0,2162,4.0,New Property,3,3,2,2220.0,1,0,0,1,0,0,1,38,Road Facing Homes
bawadia kalan,Flat,25.0,2705,9.0,Moderate Property,2,2,1,718.290346132642,0,0,0,0,0,0,1,0,Road Facing Homes
govindpura,House,129.0,5375,2.0,Old Property,7,5,3,6500.0,1,1,0,1,1,0,2,64,Road Facing Homes
awadhpuri,House,58.0,7250,2.0,Moderate Property,3,3,2,800.0,0,0,0,0,1,0,1,16,Green View Homes
gehu kheda,Flat,35.0,3333,1.0,Moderate Property,3,2,1,1260.0,0,0,0,0,0,0,0,8,Road Facing Homes
peer gate area,Flat,25.0,3333,1.0,Moderate Property,2,2,1,750.0,0,0,0,0,0,0,1,6,Road Facing Homes
bawadia kalan,House,165.0,11000,2.0,New Property,4,3,3,4000.0,1,0,0,1,1,0,0,14,Premium Scenic Homes
katara hills,Flat,28.0,3544,6.0,New Property,2,2,3,948.0,0,0,0,0,0,0,1,22,Green View Homes
gehu kheda,Flat,45.0,2851,4.0,New Property,3,3,2,1363.0,0,0,0,1,1,0,0,59,Premium Scenic Homes
karond,House,18.0,3000,1.0,New Property,2,2,0,600.0,0,0,0,0,0,0,1,4,Green View Homes
hoshangabad road,Flat,35.0,2696,4.0,New Property,2,2,2,1009.0269148053779,0,0,0,0,0,0,1,71,Premium Scenic Homes
kolar road,House,32.0,6986,2.0,Moderate Property,2,1,1,458.0,0,0,0,0,0,0,1,10,Road Facing Homes
katara hills,House,70.0,6666,2.0,Moderate Property,3,2,1,1050.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,House,86.0,6880,3.0,New Property,5,4,2,2000.0,0,0,0,0,0,0,1,31,Green View Homes
central bhopal,Flat,250.0,12013,10.0,New Property,3,4,3,1556.0,0,1,0,0,0,0,1,69,Amenity Facing Homes
kolar road,Flat,85.0,4358,3.0,Moderate Property,4,3,1,1950.0,0,0,0,0,0,0,1,47,Green View Homes
ayodhya bypass,Flat,50.64,6743,7.0,Moderate Property,2,1,2,583.8052488588897,0,0,0,0,0,0,1,121,Amenity Facing Homes
awadhpuri,Flat,16.0,2519,6.0,Old Property,2,2,2,565.0,0,0,0,0,0,0,1,33,Green View Homes
gehu kheda,Flat,45.0,3333,4.0,New Property,3,3,2,1620.0,1,1,0,1,1,0,0,50,Green View Homes
misrod,Flat,42.0,2228,5.0,New Property,3,3,3,1885.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,55.0,9166,3.0,Moderate Property,3,3,2,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,32.0,2424,2.0,New Property,2,2,0,1584.0,0,0,0,0,0,0,1,77,Road Facing Homes
bhopal,House,76.0,5974,1.0,New Property,2,3,0,1272.0,0,0,0,0,0,0,1,6,Green View Homes
salaiya,Flat,42.0,2333,5.0,Moderate Property,3,3,2,2160.0,0,0,0,0,0,0,1,44,Amenity Facing Homes
khajuri kalan,Flat,10.0,2857,1.0,Moderate Property,1,1,1,272.07967656539466,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,26.0,3939,1.0,Moderate Property,2,1,0,660.0,0,0,0,0,0,0,1,9,Green View Homes
misrod,Flat,31.0,2214,1.0,Moderate Property,3,2,1,1680.0,0,0,0,0,0,0,1,75,Green View Homes
bairagarh,House,225.0,22500,2.0,Moderate Property,4,4,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
chuna bhatti,Flat,18.3,1702,2.0,Old Property,3,2,0,1075.0,0,0,0,0,0,0,1,27,Green View Homes
bhopal,House,55.1,4318,2.0,New Property,6,3,2,1400.0,1,1,0,0,1,0,1,23,Amenity Facing Homes
ayodhya nagar,House,75.0,9375,1.0,Moderate Property,3,3,2,800.0,0,0,0,0,0,0,1,34,Green View Homes
hoshangabad road,Flat,42.0,3736,4.0,Moderate Property,3,3,1,1348.8,0,0,0,0,0,1,0,42,Green View Homes
awadhpuri,House,60.0,6024,2.0,New Property,3,3,3,996.0,0,0,0,0,0,0,2,16,Amenity Facing Homes
shahjahanabad,Flat,35.0,3888,3.0,New Property,3,2,1,1080.0,0,0,0,0,0,0,1,32,Road Facing Homes
kolar road,Flat,65.0,4391,2.0,New Property,3,3,3,1150.5083466193832,0,0,0,0,1,0,0,51,Amenity Facing Homes
outside bhopal,House,22.0,2328,1.0,New Property,3,2,2,945.0,0,0,0,0,0,0,1,13,Green View Homes
gandhinagar,House,85.0,3542,1.0,New Property,3,2,1,2400.0,0,0,0,0,0,0,1,14,Amenity Facing Homes
gandhinagar,House,130.0,8666,2.0,Moderate Property,5,8,2,1500.0,0,0,0,1,0,0,1,3,Green View Homes
central bhopal,House,135.0,13500,2.0,Old Property,3,3,2,1000.0,0,0,0,0,0,0,1,19,Road Facing Homes
misrod,Flat,120.0,5785,1.0,New Property,5,5,2,2074.0,0,0,0,1,0,0,1,78,Amenity Facing Homes
habib ganj,Flat,85.0,8095,8.0,Old Property,3,3,2,1260.0,0,0,0,0,0,0,1,33,Amenity Facing Homes
bawadia kalan,Flat,55.0,4782,5.0,Moderate Property,3,3,2,1380.0,0,0,0,0,0,0,1,32,Amenity Facing Homes
ayodhya bypass,House,65.0,8125,2.0,Old Property,3,2,2,800.0,0,0,0,0,1,0,1,4,Green View Homes
bhopal,House,75.0,9375,2.0,Old Property,4,6,2,800.0,0,0,0,0,0,0,0,13,Road Facing Homes
bhopal,House,120.0,12000,3.0,Old Property,3,5,2,3000.0,0,0,0,0,0,0,1,3,Road Facing Homes
chuna bhatti,Flat,45.0,3000,3.0,Old Property,3,2,1,1303.0,0,0,0,0,0,0,1,46,Road Facing Homes
kolar road,House,155.0,7750,1.0,New Property,3,3,0,2000.0,0,0,0,0,0,0,1,9,Green View Homes
bawadia kalan,Flat,56.0,3733,3.0,Old Property,3,2,1,1561.0,0,0,0,0,1,0,0,17,Road Facing Homes
salaiya,House,48.0,6400,2.0,New Property,3,4,1,750.0,1,1,1,1,0,0,1,105,Road Facing Homes
bawadia kalan,Flat,40.0,5970,3.0,New Property,2,2,1,791.0,0,0,0,0,0,0,2,55,Road Facing Homes
arera colony,House,1550.0,34444,2.0,New Property,10,9,2,4500.0,1,1,1,1,0,0,2,118,Green View Homes
khajuri kalan,Flat,24.0,2666,1.0,New Property,2,2,1,699.6334540253006,0,0,0,0,0,0,1,3,Road Facing Homes
shahpura,House,47.0,5641,2.0,Old Property,4,4,2,780.0,0,0,0,0,0,0,0,16,Road Facing Homes
ayodhya bypass,Flat,6.1,2479,1.0,Moderate Property,1,1,0,246.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya bypass,Flat,32.0,2368,3.0,New Property,3,2,3,1074.0,0,0,0,0,0,0,1,19,Green View Homes
kolar road,House,185.0,12333,1.0,New Property,3,3,1,1500.0,0,0,0,0,0,0,1,3,Road Facing Homes
central bhopal,House,325.0,15476,3.0,Old Property,5,5,1,2100.0,0,0,0,0,0,0,1,16,Green View Homes
ayodhya bypass,Flat,30.0,2921,6.0,New Property,2,2,2,798.3595080933153,0,0,0,0,0,0,1,19,Green View Homes
bawadia kalan,Flat,150.0,12500,4.0,New Property,3,3,3,1440.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,19.0,3275,1.0,Moderate Property,2,2,0,580.0,0,0,0,0,0,0,1,0,Road Facing Homes
outside bhopal,House,55.0,6111,2.0,New Property,4,2,2,2160.0,0,0,0,0,0,0,1,0,Road Facing Homes
salaiya,Flat,58.0,3222,4.0,New Property,3,3,2,2160.0,0,0,0,0,0,0,1,28,Green View Homes
kolar road,Flat,64.0,5818,3.0,New Property,3,2,1,1100.0,0,0,0,0,0,0,1,41,Green View Homes
gandhinagar,Flat,45.0,3214,3.0,Moderate Property,3,2,2,1088.3187062615787,0,0,0,0,0,0,1,52,Green View Homes
salaiya,House,80.0,8888,2.0,New Property,4,3,2,1450.0,0,0,0,0,0,0,1,13,Road Facing Homes
awadhpuri,House,70.0,7954,2.0,New Property,3,3,1,1500.0,0,0,0,1,0,0,1,31,Green View Homes
bairagarh,House,48.0,8000,1.0,Moderate Property,2,2,2,720.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,45.0,4090,2.0,New Property,3,6,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,50.0,3076,6.0,Moderate Property,3,3,3,1263.227069767904,1,0,0,1,0,0,0,76,Amenity Facing Homes
lalgathi,Flat,34.0,3777,1.0,New Property,4,3,1,1080.0,0,0,0,0,0,0,1,6,Road Facing Homes
katara hills,Flat,25.0,3571,1.0,Moderate Property,2,2,1,840.0,0,0,0,0,0,0,1,48,Amenity Facing Homes
karond,House,200.0,5405,3.0,New Property,10,8,3,3700.0,0,0,0,0,0,0,1,17,Road Facing Homes
shahjahanabad,House,125.0,12500,2.0,New Property,5,4,1,1000.0,0,0,0,0,0,0,1,16,Amenity Facing Homes
shahjahanabad,Flat,27.0,3600,2.0,Moderate Property,2,2,2,583.0278783544172,0,0,0,0,0,0,1,8,Road Facing Homes
bawadia kalan,Flat,150.0,6976,6.0,New Property,4,4,3,1916.0,0,0,0,0,0,0,1,18,Green View Homes
hoshangabad road,Flat,45.0,4891,1.0,Old Property,3,2,1,1104.0,0,0,0,0,0,0,1,58,Green View Homes
ayodhya bypass,Flat,40.0,4000,4.0,New Property,3,2,1,1200.0,0,0,0,0,0,0,1,49,Amenity Facing Homes
lalgathi,House,65.0,7462,3.0,Old Property,4,3,2,871.0,0,0,0,0,0,0,1,27,Amenity Facing Homes
bhopal,House,73.95,7395,2.0,Moderate Property,4,2,2,1700.0,0,0,0,0,0,0,1,12,Road Facing Homes
peer gate area,Flat,35.0,4861,4.0,New Property,2,2,1,864.0,0,0,0,0,0,0,2,18,Road Facing Homes
awadhpuri,House,90.0,7200,3.0,Moderate Property,6,4,3,1250.0,1,0,0,1,0,0,1,12,Amenity Facing Homes
bhopal,House,110.0,7457,2.0,Old Property,3,3,2,1375.0,0,0,0,0,0,0,1,0,Road Facing Homes
karond,House,70.0,5834,2.0,New Property,5,5,3,2400.0,0,0,0,0,1,0,1,0,Road Facing Homes
katara hills,Flat,55.0,4515,6.0,New Property,3,3,2,2436.0,0,0,0,1,0,0,0,38,Amenity Facing Homes
awadhpuri,Flat,31.0,2750,3.0,Moderate Property,3,2,2,954.0,0,0,0,0,1,0,1,61,Road Facing Homes
lalgathi,House,100.0,10000,3.0,Moderate Property,5,5,0,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahpura,House,100.0,8333,1.0,Moderate Property,3,3,1,2200.0,0,0,0,0,0,0,1,7,Green View Homes
central bhopal,House,200.0,8333,2.0,Old Property,8,6,1,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,25.0,3125,1.0,Old Property,2,2,1,800.0,0,0,0,0,0,0,1,5,Road Facing Homes
bhopal,Flat,21.0,5399,1.0,Old Property,2,1,1,555.6,0,0,0,0,0,0,1,12,Green View Homes
bawadia kalan,Flat,52.0,4860,6.0,New Property,2,2,2,1070.0,0,0,0,0,0,0,1,25,Green View Homes
hoshangabad road,House,55.0,4122,1.0,Moderate Property,2,2,0,1334.0,0,0,0,0,0,0,1,16,Road Facing Homes
ayodhya nagar,Flat,16.5,2640,3.0,Old Property,2,2,1,625.0,0,0,0,0,0,0,1,24,Green View Homes
katara hills,House,90.0,5625,2.0,New Property,3,3,1,1800.0,0,0,0,0,0,0,0,15,Green View Homes
hoshangabad road,Flat,42.0,3134,2.0,New Property,3,2,2,1041.6764759932253,0,0,0,0,1,0,1,40,Green View Homes
kolar road,House,40.0,6666,1.0,New Property,4,3,1,600.0,0,0,0,0,0,0,1,13,Amenity Facing Homes
bawadia kalan,Flat,93.0,5027,7.0,Under Construction,4,4,3,2220.0,0,0,0,0,0,0,1,97,Premium Scenic Homes
ayodhya bypass,Flat,36.0,3333,4.0,New Property,2,2,0,1080.0,0,0,0,0,0,0,1,49,Amenity Facing Homes
salaiya,Flat,30.0,2654,1.0,Moderate Property,2,2,1,1356.0,0,0,0,0,0,0,1,30,Amenity Facing Homes
bhopal,Flat,50.0,5861,9.0,New Property,3,2,2,1023.5999999999999,0,0,0,0,1,0,1,27,Premium Scenic Homes
karond,House,25.0,5555,2.0,New Property,2,2,1,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,35.0,4166,1.0,New Property,1,2,1,840.0,1,0,0,1,0,0,1,3,Road Facing Homes
gandhinagar,Flat,50.88,3200,6.0,New Property,3,2,2,1400.0,0,0,0,1,0,0,2,39,Amenity Facing Homes
ashoka garden,Flat,25.0,4310,1.0,Moderate Property,2,2,1,696.0,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,House,165.0,9166,2.0,Moderate Property,5,4,2,1800.0,1,0,0,1,0,0,1,22,Green View Homes
kolar road,Flat,26.0,3631,2.0,New Property,2,2,2,859.1999999999999,0,0,0,0,0,0,0,41,Road Facing Homes
bawadia kalan,Flat,55.0,3666,4.0,Moderate Property,3,3,2,1800.0,0,0,0,0,0,0,0,53,Green View Homes
kolar road,House,55.0,6250,1.0,Moderate Property,3,3,1,1700.0,1,0,0,1,1,0,2,34,Amenity Facing Homes
hoshangabad road,Flat,35.0,4117,6.0,Moderate Property,2,2,2,950.0,0,0,0,0,0,1,2,104,Amenity Facing Homes
katara hills,Flat,21.0,3134,1.0,New Property,2,2,2,750.0,0,0,0,0,0,0,1,43,Amenity Facing Homes
chuna bhatti,House,150.0,10000,2.0,Old Property,4,4,2,2700.0,1,0,0,1,1,0,1,22,Green View Homes
salaiya,House,125.0,10416,2.0,New Property,4,3,2,1200.0,0,0,0,0,0,0,1,9,Green View Homes
bhopal,Flat,28.0,4666,1.0,Old Property,2,1,1,720.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,49.9,6472,1.0,New Property,2,2,2,599.3526589483408,0,0,0,0,0,0,2,46,Amenity Facing Homes
katara hills,Flat,26.0,2539,3.0,New Property,2,2,2,720.0,0,0,0,0,0,0,1,41,Amenity Facing Homes
ayodhya bypass,Flat,65.0,4333,1.0,New Property,3,3,0,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
lalgathi,Flat,25.0,3571,3.0,New Property,2,2,1,840.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,125.0,10416,3.0,Old Property,4,11,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,55.0,5500,1.0,Old Property,2,2,0,800.0,0,0,0,0,0,0,1,12,Amenity Facing Homes
katara hills,Flat,38.0,6119,1.0,New Property,2,2,2,621.0,0,0,0,0,0,0,1,25,Road Facing Homes
bagmugaliya,House,45.0,4285,5.0,Moderate Property,3,2,0,1260.0,0,0,0,0,0,0,1,102,Green View Homes
misrod,House,175.0,11666,2.0,New Property,4,3,3,1500.0,0,0,1,0,0,0,1,28,Green View Homes
hoshangabad road,Flat,20.0,2882,6.0,New Property,2,2,1,694.0,0,0,0,0,0,0,1,45,Amenity Facing Homes
outside bhopal,House,40.0,5063,2.0,Under Construction,3,3,2,790.0,0,0,0,0,0,0,1,17,Green View Homes
kolar road,House,65.0,6500,2.0,Moderate Property,3,2,1,1000.0,0,0,0,0,0,0,1,19,Road Facing Homes
habib ganj,House,200.0,13333,2.0,Old Property,3,3,1,1500.0,1,0,0,1,0,0,1,9,Green View Homes
mandideep,House,75.0,4687,2.0,New Property,3,3,2,1920.0,0,0,0,0,0,0,1,29,Amenity Facing Homes
khajuri kalan,Flat,10.0,2857,1.0,Moderate Property,1,1,1,272.07967656539466,0,0,0,0,0,0,1,11,Amenity Facing Homes
kolar road,Flat,20.0,3076,3.0,Moderate Property,1,1,1,505.29082790716154,0,0,0,0,0,0,1,0,Road Facing Homes
karond,House,62.0,7750,2.0,New Property,2,3,1,800.0,1,0,0,1,0,0,1,4,Green View Homes
gandhinagar,House,95.0,9047,2.0,Old Property,4,3,1,2000.0,0,0,0,1,0,0,1,14,Green View Homes
misrod,Flat,28.0,2000,3.0,Moderate Property,3,2,1,1096.0,0,0,0,0,0,0,1,102,Amenity Facing Homes
salaiya,House,55.0,6547,1.0,Moderate Property,3,3,2,1398.0,1,1,1,1,0,0,2,146,Amenity Facing Homes
awadhpuri,House,75.0,8522,2.0,New Property,3,4,1,880.0,0,0,0,0,0,0,1,12,Road Facing Homes
bawadia kalan,House,120.0,7666,3.0,Moderate Property,3,6,3,1500.0,0,0,0,1,0,0,1,4,Green View Homes
central bhopal,Flat,80.0,8922,1.0,Old Property,2,2,1,1076.3999999999999,0,0,0,0,0,0,1,25,Road Facing Homes
ashoka garden,House,65.0,8666,1.0,New Property,3,2,1,750.0,0,0,0,0,0,0,1,27,Road Facing Homes
hoshangabad road,House,155.0,14090,2.0,Moderate Property,4,4,2,1800.0,0,0,0,0,0,0,2,4,Amenity Facing Homes
misrod,House,100.0,6856,2.0,New Property,5,6,3,3400.0,0,0,0,0,0,0,1,22,Amenity Facing Homes
bagmugaliya,Flat,35.0,2755,4.0,Moderate Property,3,2,2,1524.0,0,0,0,0,0,0,0,53,Amenity Facing Homes
