colony,property_type,price_outer,price_per_sqft,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
bawadia kalan,Flat,55.0,3703,6.0,Moderate Property,3,2,2,1100.0,0,0,0,0,0,1,0,44,Green View Homes
khajuri kalan,House,64.06,5125,1.0,New Property,3,2,0,1250.0,0,0,0,0,0,0,1,22,Amenity Facing Homes
shahpura,House,105.0,9900,3.0,Moderate Property,3,6,0,1000.0,0,0,0,0,0,0,1,5,Road Facing Homes
chuna bhatti,Flat,45.0,3600,2.0,Old Property,3,2,2,971.7131305906953,0,0,0,0,0,0,0,22,Road Facing Homes
hoshangabad road,Flat,50.0,3424,4.0,New Property,3,2,2,1134.960936529932,0,0,0,0,0,0,0,70,Amenity Facing Homes
katara hills,Flat,18.0,2769,4.0,New Property,2,2,1,780.0,0,0,0,0,0,0,1,54,Amenity Facing Homes
katara hills,Flat,30.0,3000,4.0,Moderate Property,3,2,1,1158.0,0,0,0,0,0,0,0,42,Amenity Facing Homes
mahawadiya,Flat,25.0,2325,2.0,New Property,3,2,0,1290.0,0,0,0,0,0,0,1,25,Amenity Facing Homes
shahpura,House,115.0,9829,2.0,Moderate Property,3,3,2,1170.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahjahanabad,House,65.0,4333,1.0,New Property,5,3,1,1500.0,0,0,0,0,1,0,0,13,Road Facing Homes
arera colony,House,550.0,15714,2.0,Old Property,4,5,2,4000.0,0,0,0,0,0,0,1,0,Road Facing Homes
karond,House,210.0,26250,2.0,Old Property,3,2,1,800.0,0,0,0,0,0,0,1,8,Road Facing Homes
aishbagh,Flat,22.0,4400,3.0,New Property,2,2,1,600.0,0,0,0,0,0,0,1,13,Road Facing Homes
bhopal,Flat,32.5,3823,3.0,New Property,2,2,1,660.7649288016728,0,0,0,0,0,0,1,0,Road Facing Homes
bagmugaliya,Flat,38.0,3454,4.0,Old Property,3,2,2,1320.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
misrod,Flat,31.0,2480,2.0,Moderate Property,3,2,1,1250.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
kolar road,Flat,22.0,2625,3.0,New Property,2,2,2,725.0,0,0,0,0,0,0,1,25,Green View Homes
awadhpuri,House,130.0,7222,1.0,Old Property,4,4,0,1200.0,0,0,0,0,0,0,1,75,Green View Homes
peer gate area,Flat,45.0,6428,2.0,New Property,3,2,1,840.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,150.0,11261,2.0,Old Property,3,2,1,1332.0,0,0,0,0,0,0,1,75,Green View Homes
bagmugaliya,House,160.0,8888,2.0,Moderate Property,4,4,2,1800.0,0,0,0,0,0,0,1,0,Green View Homes
hoshangabad road,Flat,40.0,3082,1.0,New Property,2,2,2,1298.0,0,0,0,0,0,0,1,46,Road Facing Homes
misrod,Flat,35.0,2916,2.0,New Property,3,3,2,1440.0,0,0,0,0,0,0,1,28,Road Facing Homes
bypass road,House,22.0,2328,1.0,New Property,2,2,1,945.0,0,0,0,0,0,0,1,0,Green View Homes
central bhopal,Flat,42.0,3113,1.0,Moderate Property,2,2,0,1349.0,0,0,0,0,0,0,1,0,Road Facing Homes
habib ganj,House,160.0,10666,1.0,Old Property,3,3,1,1100.0,1,0,0,0,1,0,1,22,Green View Homes
piplani,House,290.0,12083,3.0,New Property,5,3,2,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
peer gate area,Flat,27.0,3600,3.0,Old Property,2,2,2,900.0,0,0,0,0,0,0,0,18,Road Facing Homes
kolar road,Flat,40.0,4938,4.0,Moderate Property,2,2,1,972.0,0,0,0,0,0,1,1,31,Green View Homes
chuna bhatti,Flat,75.0,4285,4.0,Old Property,4,3,3,2100.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya nagar,House,82.0,10250,3.0,Moderate Property,2,4,3,2000.0,0,0,0,1,0,0,0,13,Road Facing Homes
arera colony,House,420.0,21000,1.0,Old Property,4,2,1,2000.0,0,0,0,0,0,0,1,0,Green View Homes
central bhopal,Flat,185.0,10481,5.0,New Property,3,3,2,1372.0589403940617,0,1,0,0,0,0,0,22,Road Facing Homes
central bhopal,Flat,55.0,6470,1.0,Moderate Property,3,2,2,1020.0,0,0,0,0,0,0,0,14,Road Facing Homes
hoshangabad road,Flat,35.0,2916,3.0,New Property,2,2,2,940.0,0,0,0,0,1,0,0,115,Amenity Facing Homes
ayodhya bypass,House,26.0,5000,2.0,New Property,2,3,0,1000.0,0,0,0,0,0,0,1,13,Green View Homes
aishbagh,House,125.0,10416,2.0,Moderate Property,4,3,2,2200.0,1,0,0,1,1,0,2,32,Green View Homes
gehu kheda,Flat,35.0,3500,2.0,Moderate Property,2,2,1,1200.0,0,0,0,0,0,0,1,30,Road Facing Homes
shahpura,House,850.0,21250,3.0,Old Property,4,4,3,4000.0,0,0,0,0,0,0,1,38,Road Facing Homes
bawadia kalan,Flat,75.0,4167,1.0,New Property,3,3,2,1800.0,0,0,0,0,0,0,1,30,Road Facing Homes
bagmugaliya,House,150.0,6250,1.0,Old Property,3,3,2,2400.0,0,0,0,0,0,0,1,14,Road Facing Homes
bawadia kalan,House,125.0,11061,2.0,Moderate Property,3,3,2,1130.0,0,0,0,0,0,0,0,34,Green View Homes
hoshangabad road,Flat,34.0,3400,2.0,New Property,3,2,3,1250.0,0,0,0,0,0,0,1,33,Premium Scenic Homes
karond,Flat,35.0,3043,1.0,New Property,3,2,1,1150.0,0,0,0,0,0,0,1,24,Green View Homes
hoshangabad road,Flat,48.0,3287,4.0,Moderate Property,3,2,2,1752.0,1,1,0,1,1,0,0,41,Amenity Facing Homes
kolar road,House,85.0,5666,2.0,Moderate Property,3,4,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
central bhopal,Flat,33.0,3300,1.0,Old Property,3,2,0,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
gandhinagar,House,60.0,5000,2.0,Moderate Property,5,4,0,2800.0,0,0,0,0,0,0,1,14,Amenity Facing Homes
katara hills,Flat,18.5,2275,4.0,Old Property,2,2,2,632.0022201361883,0,0,0,0,0,1,1,33,Amenity Facing Homes
kolar road,Flat,22.5,3214,1.0,Old Property,2,2,1,840.0,0,0,0,0,0,0,1,7,Road Facing Homes
shahjahanabad,Flat,46.0,5111,2.0,Moderate Property,3,2,1,1080.0,0,0,0,0,0,0,1,9,Road Facing Homes
bawadia kalan,House,130.0,10400,3.0,New Property,4,4,2,2500.0,0,0,0,0,0,0,2,12,Green View Homes
gandhinagar,House,99.0,8497,2.0,New Property,3,3,2,1165.0,0,0,0,0,1,0,2,22,Green View Homes
ashoka garden,House,110.0,7054,1.0,Moderate Property,3,2,0,1417.0,0,0,0,0,0,0,1,0,Road Facing Homes
gehu kheda,House,180.0,5625,2.0,Old Property,3,3,3,3000.0,0,0,1,0,0,0,1,0,Road Facing Homes
salaiya,Flat,40.0,2962,3.0,New Property,3,2,2,1095.0,0,0,0,0,0,1,1,21,Green View Homes
patel nagar,House,79.5,4542,2.0,Old Property,4,4,1,2100.0,0,0,0,0,0,0,1,12,Road Facing Homes
lalgathi,Flat,18.0,2643,1.0,New Property,2,2,2,817.1999999999999,0,0,0,0,0,0,1,20,Road Facing Homes
salaiya,Flat,27.0,4990,3.0,New Property,2,2,2,542.0,0,0,0,0,0,0,1,33,Amenity Facing Homes
bypass road,House,45.0,6250,2.0,Moderate Property,3,3,1,720.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,Flat,40.0,6201,6.0,New Property,2,2,1,774.0,0,0,0,0,0,0,1,23,Green View Homes
misrod,Flat,35.0,2500,4.0,Moderate Property,3,2,1,1680.0,0,0,0,0,0,0,1,46,Road Facing Homes
navi bagh,House,35.0,5833,2.0,New Property,2,3,1,600.0,0,0,0,0,0,0,1,3,Premium Scenic Homes
salaiya,Flat,51.0,4857,2.0,Moderate Property,3,2,3,1155.0,0,0,0,0,0,0,1,33,Amenity Facing Homes
katara hills,Flat,30.0,3000,2.0,Moderate Property,2,2,1,777.3705044725563,0,0,0,0,0,0,1,59,Amenity Facing Homes
bawadia kalan,Flat,80.0,3883,5.0,New Property,3,3,2,1821.0,0,0,0,0,0,0,0,48,Amenity Facing Homes
bhopal,House,22.9,3053,1.0,New Property,3,2,1,900.0,0,0,0,0,1,0,1,0,Road Facing Homes
awadhpuri,Flat,27.0,3683,2.0,Moderate Property,2,2,1,799.0,0,0,0,0,0,0,1,41,Amenity Facing Homes
habib ganj,House,300.0,18750,3.0,Old Property,3,6,3,1600.0,0,0,0,0,0,0,1,18,Road Facing Homes
govindpura,Flat,25.0,3333,1.0,Old Property,2,2,1,583.0278783544172,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,40.0,4608,1.0,Moderate Property,2,2,1,868.0,0,0,0,0,0,0,1,22,Road Facing Homes
gandhinagar,Flat,33.0,2869,2.0,New Property,3,3,2,1150.0,0,0,0,0,1,0,1,105,Amenity Facing Homes
hoshangabad road,Flat,40.0,2807,5.0,New Property,3,3,3,1100.0,0,0,0,0,0,0,0,69,Amenity Facing Homes
arera colony,House,350.0,14510,2.0,Old Property,4,4,3,2412.0,1,1,0,1,0,0,1,11,Road Facing Homes
patel nagar,House,38.0,4000,2.0,Moderate Property,2,2,0,1140.0,0,0,0,0,0,0,1,41,Green View Homes
misrod,Flat,67.0,3609,4.0,New Property,3,3,2,1442.7996563010643,0,0,0,0,0,0,0,53,Premium Scenic Homes
central bhopal,Flat,25.0,7142,2.0,Old Property,2,1,1,420.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,65.0,4333,2.0,Moderate Property,3,3,1,1500.0,0,0,0,1,0,0,0,18,Road Facing Homes
mandideep,Flat,25.0,5555,1.0,Moderate Property,1,1,1,349.8167270126503,0,0,0,0,0,0,1,0,Road Facing Homes
gandhinagar,House,22.0,4888,1.0,Moderate Property,2,1,2,450.0,0,0,0,0,0,0,0,24,Green View Homes
gandhinagar,Flat,24.0,5095,2.0,New Property,2,1,1,565.1999999999999,0,0,0,0,0,0,0,11,Green View Homes
karond,Flat,34.95,2609,6.0,New Property,3,2,1,893.9760801434396,0,0,0,0,0,0,1,0,Green View Homes
bawadia kalan,Flat,22.0,2588,4.0,New Property,2,2,2,850.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,35.0,5833,2.0,New Property,2,1,2,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
mandideep,House,24.5,4083,1.0,Old Property,2,2,1,600.0,0,0,0,0,0,0,1,4,Green View Homes
govindpura,House,285.0,9500,2.0,Old Property,9,7,2,5200.0,0,0,0,0,0,0,1,8,Road Facing Homes
misrod,House,226.0,17384,2.0,New Property,4,3,1,1300.0,0,0,0,0,0,0,1,49,Amenity Facing Homes
bhopal,House,200.0,16000,2.0,Old Property,4,3,2,1800.0,0,0,0,0,0,0,1,13,Road Facing Homes
bawadia kalan,Flat,70.0,7000,6.0,New Property,3,3,2,1200.0,0,0,0,0,0,0,0,18,Green View Homes
bagmugaliya,House,750.0,6970,2.0,Old Property,6,6,2,10760.0,1,1,1,1,0,0,2,72,Amenity Facing Homes
gehu kheda,Flat,19.0,2533,1.0,New Property,2,2,1,583.0278783544172,0,0,0,0,0,0,1,0,Road Facing Homes
piplani,House,150.0,10000,2.0,New Property,3,2,1,1500.0,0,0,0,0,0,0,1,2,Road Facing Homes
ayodhya bypass,Flat,40.0,3252,2.0,Moderate Property,3,2,1,956.1657205012442,0,0,0,0,0,0,1,56,Amenity Facing Homes
piplani,House,350.0,23333,2.0,Moderate Property,3,4,3,2200.0,0,1,0,1,0,0,1,2,Road Facing Homes
misrod,House,120.0,10000,2.0,New Property,4,4,2,1200.0,0,0,0,0,1,0,0,26,Green View Homes
shirdipuram,House,40.0,4444,1.0,Moderate Property,2,2,0,900.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,17.0,2428,2.0,Old Property,2,2,1,544.1593531307893,0,0,0,0,0,0,1,7,Road Facing Homes
gehu kheda,House,29.0,4264,1.0,Old Property,3,2,1,680.0,0,0,0,0,0,0,1,9,Road Facing Homes
chuna bhatti,House,38.0,3800,2.0,Old Property,3,3,2,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,18.0,4500,3.0,Moderate Property,1,1,1,310.9482017890225,0,0,0,0,0,0,1,41,Amenity Facing Homes
ayodhya bypass,Flat,30.9,3433,4.0,Moderate Property,3,2,1,1073.0,0,0,0,0,0,0,1,31,Road Facing Homes
central bhopal,House,90.0,11718,2.0,Old Property,2,2,2,900.0,0,0,0,0,0,0,0,3,Road Facing Homes
gandhinagar,Flat,30.0,4000,6.0,Moderate Property,2,2,3,862.0,0,0,0,0,0,0,1,44,Green View Homes
bawadia kalan,Flat,42.0,3706,2.0,New Property,2,2,2,890.0,0,0,0,0,0,0,0,66,Amenity Facing Homes
gandhinagar,House,100.0,9689,2.0,New Property,4,4,1,1032.0,1,0,0,1,0,0,0,32,Green View Homes
shahpura,House,210.0,8750,2.0,Old Property,7,6,2,2400.0,0,0,0,0,0,0,1,1,Green View Homes
navi bagh,House,59.0,5900,2.0,New Property,3,2,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
gandhinagar,Flat,56.0,3081,6.0,New Property,3,2,2,1236.0191021113644,1,0,0,1,0,0,2,33,Amenity Facing Homes
bawadia kalan,House,135.0,10869,2.0,Old Property,3,3,2,1200.0,0,0,0,0,0,0,0,24,Green View Homes
navi bagh,Flat,25.0,2314,2.0,Moderate Property,2,2,0,839.5601448303607,0,0,0,0,0,0,1,39,Green View Homes
chuna bhatti,House,545.0,5450,4.0,New Property,7,7,3,12000.0,1,1,1,1,0,0,2,137,Green View Homes
arera colony,Flat,200.0,7659,5.0,Moderate Property,4,3,3,3133.2,0,0,0,0,0,0,2,0,Road Facing Homes
habib ganj,House,10.0,2083,1.0,Old Property,3,1,0,480.0,0,0,0,0,0,0,1,0,Road Facing Homes
salaiya,Flat,42.0,3818,4.0,New Property,3,2,2,1320.0,0,0,0,0,0,0,1,33,Amenity Facing Homes
kolar road,Flat,20.0,2150,2.0,Moderate Property,2,2,1,811.0,0,0,0,0,1,0,1,12,Road Facing Homes
gandhinagar,Flat,32.0,2909,4.0,New Property,3,2,1,900.0,0,0,0,1,0,0,1,45,Green View Homes
shahjahanabad,Flat,480.0,13872,5.0,New Property,6,8,3,2689.701945475045,1,1,0,1,1,0,1,63,Premium Scenic Homes
kolar road,House,60.0,8534,2.0,Moderate Property,3,3,1,703.0,0,0,0,0,0,0,1,14,Amenity Facing Homes
kolar road,House,180.0,13636,3.0,New Property,5,5,3,1320.0,1,0,0,1,0,0,2,94,Amenity Facing Homes
awadhpuri,House,56.0,7000,2.0,New Property,3,3,2,800.0,0,0,0,1,1,0,0,16,Green View Homes
awadhpuri,Flat,30.0,4285,3.0,Moderate Property,2,2,1,840.0,0,0,0,0,0,0,1,6,Road Facing Homes
bawadia kalan,Flat,69.0,7123,4.0,New Property,3,3,2,1162.8,0,0,0,0,0,0,1,24,Road Facing Homes
bhopal,Flat,12.0,2000,1.0,New Property,1,1,0,720.0,0,0,0,0,0,0,1,12,Road Facing Homes
chuna bhatti,Flat,36.0,4235,3.0,Old Property,3,2,2,1300.0,0,0,0,0,1,0,0,9,Road Facing Homes
central bhopal,Flat,65.0,9285,1.0,Old Property,2,1,1,700.0,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,Flat,27.25,2270,3.0,New Property,3,2,1,946.0,0,0,0,0,0,0,1,13,Green View Homes
kolar road,Flat,85.0,5448,2.0,New Property,3,3,1,1872.0,0,0,0,0,0,0,1,35,Amenity Facing Homes
kolar road,House,230.0,18400,3.0,New Property,4,4,2,4100.0,0,0,1,0,0,0,2,85,Amenity Facing Homes
gehu kheda,House,85.0,7083,1.0,Old Property,3,2,0,1200.0,0,0,0,0,0,0,1,23,Road Facing Homes
arera colony,Flat,52.0,5777,1.0,New Property,3,3,2,1080.0,0,0,0,0,0,0,1,18,Green View Homes
katara hills,Flat,16.5,2997,4.0,New Property,2,1,2,660.0,0,0,0,0,0,0,1,48,Green View Homes
kolar road,House,50.0,5625,2.0,Moderate Property,3,2,1,800.0,0,0,0,1,0,0,0,3,Road Facing Homes
bhopal,Flat,20.0,2857,1.0,Moderate Property,2,2,2,840.0,0,0,0,0,0,0,1,0,Road Facing Homes
awadhpuri,House,81.0,6881,2.0,New Property,4,2,2,1177.0,0,0,0,1,0,0,1,9,Green View Homes
hoshangabad road,House,90.0,9000,2.0,Moderate Property,3,3,2,1000.0,0,0,0,0,0,0,0,0,Green View Homes
katara hills,House,75.0,6000,1.0,New Property,3,2,2,1250.0,0,0,0,0,0,0,1,16,Green View Homes
katara hills,House,80.0,6666,1.0,New Property,2,2,1,1200.0,0,0,0,0,0,0,1,12,Green View Homes
katara hills,Flat,36.0,4500,2.0,New Property,2,2,2,900.0,0,0,0,0,0,1,1,45,Amenity Facing Homes
shahjahanabad,House,700.0,31111,3.0,Old Property,10,5,2,2250.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,54.9,3635,3.0,Old Property,3,3,1,1088.0,0,0,0,0,0,0,1,22,Green View Homes
gehu kheda,Flat,18.0,2250,3.0,Moderate Property,2,2,1,960.0,0,0,0,0,0,0,1,11,Road Facing Homes
central bhopal,Flat,30.0,4615,2.0,Moderate Property,2,2,1,780.0,0,0,0,0,0,0,1,24,Road Facing Homes
awadhpuri,Flat,25.0,3410,5.0,Moderate Property,2,2,1,879.5999999999999,0,0,0,0,0,0,0,41,Amenity Facing Homes
gehu kheda,House,42.0,3281,2.0,Moderate Property,3,2,1,1280.0,0,0,0,0,0,0,1,8,Road Facing Homes
mandideep,House,25.0,3472,1.0,Moderate Property,3,2,2,1400.0,0,0,0,0,1,0,1,4,Green View Homes
bagmuliya,House,66.0,9428,2.0,Moderate Property,2,1,2,700.0,0,0,0,0,0,0,1,8,Road Facing Homes
habib ganj,House,211.0,8178,1.0,Old Property,3,3,2,2000.0,1,0,0,1,1,0,1,9,Green View Homes
gandhinagar,Flat,39.0,2888,1.0,New Property,3,3,2,1620.0,0,0,0,0,0,0,1,39,Amenity Facing Homes
karond,House,25.0,5555,2.0,New Property,3,2,1,450.0,0,0,0,1,1,0,0,8,Road Facing Homes
misrod,House,45.0,8789,2.0,New Property,3,2,2,512.0,0,0,0,0,0,0,1,7,Road Facing Homes
misrod,Flat,40.0,2666,1.0,New Property,3,2,3,1484.0,0,0,0,0,0,0,0,41,Road Facing Homes
bawadia kalan,Flat,62.0,4460,3.0,New Property,3,2,2,1030.0,0,0,0,0,0,0,1,35,Road Facing Homes
kolar road,House,150.0,10000,2.0,New Property,4,3,2,1500.0,0,0,0,0,0,0,0,11,Green View Homes
gehu kheda,House,270.0,11250,1.0,New Property,5,3,2,4000.0,0,0,0,0,0,0,1,12,Green View Homes
misrod,Flat,60.0,5730,3.0,New Property,3,3,2,1047.0,0,0,1,0,0,0,1,63,Amenity Facing Homes
bawadia kalan,Flat,70.0,5833,5.0,New Property,3,3,1,1232.0,0,0,0,0,0,0,0,42,Amenity Facing Homes
bagmugaliya,House,125.0,9881,2.0,Moderate Property,4,3,2,1265.0,0,0,0,0,1,0,0,28,Green View Homes
misrod,Flat,63.0,5748,2.0,New Property,3,3,2,1096.0,1,0,0,0,0,0,1,85,Amenity Facing Homes
bypass road,Flat,25.0,4166,1.0,New Property,1,1,2,509.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,House,110.0,9606,2.0,New Property,3,3,1,1145.0,1,0,0,1,0,0,1,0,Green View Homes
central bhopal,Flat,250.0,11532,15.0,New Property,3,3,2,1617.7080198073895,1,1,0,1,1,0,1,85,Premium Scenic Homes
misrod,House,55.0,4122,1.0,Old Property,2,2,0,1334.0,0,0,0,1,1,0,1,16,Road Facing Homes
hoshangabad road,House,160.0,10666,2.0,Moderate Property,4,4,3,1500.0,0,0,0,1,0,0,1,48,Green View Homes
central bhopal,Flat,47.0,4700,1.0,Moderate Property,2,1,1,1200.0,0,0,0,0,0,0,1,3,Road Facing Homes
govindpura,House,180.0,3830,3.0,Old Property,9,7,0,4700.0,0,0,0,0,0,0,1,9,Road Facing Homes
gandhinagar,House,26.6,3309,1.0,New Property,2,2,0,710.0,0,0,0,0,0,0,1,14,Amenity Facing Homes
kolar road,Flat,35.0,3271,7.0,New Property,2,2,2,831.7864397856351,0,0,0,0,0,1,0,60,Road Facing Homes
lalgathi,Flat,22.5,3103,2.0,Moderate Property,2,2,2,563.5936157426032,0,0,0,0,0,0,1,0,Road Facing Homes
bypass road,House,52.0,2600,2.0,Moderate Property,3,2,1,2000.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,130.0,2888,2.0,Moderate Property,5,3,0,4500.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,40.0,3636,7.0,Moderate Property,2,2,2,1093.0,0,0,0,0,0,0,1,45,Road Facing Homes
chuna bhatti,Flat,45.0,3600,2.0,Moderate Property,2,2,2,1200.0,0,0,0,0,1,0,1,28,Road Facing Homes
bhopal,House,100.0,9671,2.0,Moderate Property,3,3,1,1034.0,0,0,0,0,0,0,1,0,Road Facing Homes
gandhinagar,Flat,45.0,2830,4.0,New Property,3,2,1,1590.0,0,0,0,0,1,0,1,30,Amenity Facing Homes
gehu kheda,Flat,32.0,2723,5.0,Moderate Property,3,2,2,1050.0,0,0,0,0,0,0,2,8,Road Facing Homes
katara hills,House,85.0,7391,2.0,Moderate Property,4,3,1,1150.0,0,0,0,0,0,0,1,4,Amenity Facing Homes
bhopal,House,150.0,5000,2.0,Old Property,9,7,1,3000.0,0,0,0,1,0,0,1,39,Road Facing Homes
gehu kheda,Flat,42.0,2663,4.0,New Property,2,2,2,1892.3999999999999,1,1,0,1,1,0,0,46,Green View Homes
ayodhya bypass,Flat,25.0,6250,7.0,New Property,2,1,1,430.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
central bhopal,Flat,60.0,6309,8.0,Moderate Property,2,2,1,1141.2,0,0,0,0,0,0,1,28,Green View Homes
mahawadiya,Flat,25.0,2325,1.0,Moderate Property,3,2,3,835.6732923079979,0,0,0,0,0,0,1,9,Green View Homes
bawadia kalan,Flat,55.0,4583,1.0,Old Property,3,2,2,932.8446053670675,0,0,0,0,0,0,2,22,Amenity Facing Homes
outside bhopal,House,35.0,3333,2.0,New Property,2,2,2,1050.0,0,0,0,0,0,0,1,23,Road Facing Homes
navi bagh,Flat,16.0,2162,1.0,Moderate Property,2,2,1,888.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahpura,Flat,75.0,6000,1.0,Moderate Property,3,3,2,1500.0,0,0,0,0,0,0,0,30,Road Facing Homes
aishbagh,House,85.0,7083,2.0,Old Property,3,3,1,1200.0,0,0,0,1,0,0,1,0,Green View Homes
mandideep,Flat,15.0,1428,1.0,New Property,2,2,1,950.0,0,0,0,0,0,0,1,21,Road Facing Homes
ayodhya bypass,House,24.0,3692,1.0,New Property,2,1,1,650.0,0,0,0,0,0,0,1,3,Road Facing Homes
bagmugaliya,House,100.0,10000,2.0,Moderate Property,3,2,2,1000.0,0,0,0,0,0,0,1,14,Road Facing Homes
central bhopal,Flat,450.0,16363,3.0,New Property,4,5,3,3300.0,0,1,0,0,0,0,2,35,Premium Scenic Homes
lalgathi,House,61.0,8402,2.0,New Property,3,3,1,1350.0,0,0,0,0,0,0,1,13,Road Facing Homes
bhopal,House,18.0,2142,2.0,New Property,2,1,0,840.0,0,0,0,0,1,0,1,77,Amenity Facing Homes
outside bhopal,Flat,25.0,3012,5.0,Moderate Property,2,2,1,996.0,0,0,0,0,0,0,1,67,Green View Homes
gehu kheda,House,70.0,7000,2.0,New Property,3,3,1,1600.0,0,0,0,0,0,0,1,12,Green View Homes
habib ganj,House,207.0,8003,2.0,Old Property,5,3,1,2580.0,0,0,0,0,1,0,1,14,Road Facing Homes
awadhpuri,Flat,36.0,3478,4.0,Moderate Property,3,3,3,804.5784721290958,0,0,0,0,0,0,1,46,Amenity Facing Homes
shirdipuram,House,115.0,7986,2.0,Moderate Property,3,3,2,1440.0,1,0,0,1,0,0,2,83,Green View Homes
hoshangabad road,House,25.0,2500,1.0,New Property,2,2,2,1000.0,0,0,0,0,0,0,1,48,Green View Homes
kolar road,Flat,55.0,5319,4.0,New Property,3,2,1,1240.8,0,0,0,0,0,0,1,25,Amenity Facing Homes
awadhpuri,House,75.0,7142,2.0,Moderate Property,3,2,1,1050.0,0,0,0,0,1,0,1,13,Green View Homes
misrod,Flat,22.0,3142,2.0,New Property,2,2,1,544.1593531307893,0,0,0,0,0,0,1,45,Road Facing Homes
chuna bhatti,Flat,41.0,2523,1.0,Old Property,3,3,3,1625.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,Flat,72.0,5760,4.0,New Property,3,3,2,971.7131305906953,0,0,0,0,0,0,2,24,Road Facing Homes
awadhpuri,House,80.0,6666,1.0,Moderate Property,4,2,2,1200.0,0,0,0,0,0,0,1,9,Green View Homes
lalgathi,Flat,62.0,4769,2.0,Moderate Property,4,3,3,1560.0,0,0,0,0,1,0,1,31,Road Facing Homes
karond,House,85.0,8228,2.0,Moderate Property,3,2,1,1800.0,0,0,0,0,0,0,1,9,Road Facing Homes
misrod,Flat,16.0,2503,1.0,Moderate Property,2,2,2,756.0,0,0,0,0,0,0,1,45,Road Facing Homes
bhopal,Flat,35.0,3500,1.0,New Property,3,2,1,1200.0,0,0,0,0,0,0,0,3,Road Facing Homes
arera colony,Flat,15.0,3000,1.0,Old Property,2,2,1,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,30.0,2500,6.0,Moderate Property,2,2,2,1006.0,0,0,0,0,0,0,0,73,Green View Homes
patel nagar,Flat,25.0,2500,2.0,Moderate Property,2,2,2,777.3705044725563,0,0,0,0,0,0,1,11,Road Facing Homes
piplani,House,85.0,8500,2.0,Old Property,3,2,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahpura,House,1100.0,20560,2.0,Old Property,5,5,3,4000.0,1,1,1,1,0,0,0,38,Road Facing Homes
bhopal,House,275.0,12222,2.0,Moderate Property,5,5,3,4000.0,0,0,0,0,0,0,1,0,Green View Homes
karond,Flat,29.5,3881,7.0,New Property,2,2,2,912.0,0,0,0,0,0,0,2,0,Road Facing Homes
bhopal,Flat,14.0,3500,1.0,Moderate Property,1,1,1,480.0,0,0,0,0,0,0,1,0,Road Facing Homes
mahawadiya,Flat,25.0,3125,2.0,Moderate Property,3,2,3,960.0,0,0,0,0,0,0,0,15,Green View Homes
bypass road,Flat,24.0,2696,5.0,New Property,3,2,1,691.8597489805751,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,Flat,65.0,6500,1.0,New Property,3,2,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,35.0,3271,7.0,New Property,2,2,1,831.7864397856351,0,0,0,0,0,0,1,45,Road Facing Homes
central bhopal,Flat,118.0,9291,5.0,Old Property,2,2,2,1524.0,0,0,0,0,0,0,1,35,Premium Scenic Homes
katara hills,Flat,9.5,2209,3.0,Moderate Property,1,1,1,334.2693169231992,0,0,0,0,0,0,1,48,Green View Homes
shahpura,Flat,47.0,5875,1.0,New Property,2,2,2,960.0,0,0,0,0,0,1,1,0,Green View Homes
ashoka garden,House,61.0,12577,3.0,Moderate Property,1,3,2,1500.0,0,1,0,0,0,0,0,3,Road Facing Homes
kolar road,Flat,19.5,2140,2.0,New Property,2,2,2,708.1845295744987,0,0,0,0,0,0,0,53,Green View Homes
